"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geoData";
"1936";"«Велотрек», Крылатская улица (1936)";"37.43044608";"55.76260789";"Крылатская улица";"Западный административный округ";"район Крылатское";"А829";"Велотрек";"";"да";"ГУП «Мосгортранс»";"активна";"889086789";"{type=Point, coordinates=[37.43044608, 55.76260789]}";
"1937";"«Стадион», Крылатская улица (1937)";"37.43226034";"55.75752344";"Крылатская улица";"Западный административный округ";"район Крылатское";"А829";"Стадион";"";"да";"ГУП «Мосгортранс»";"активна";"889086790";"{type=Point, coordinates=[37.43226034, 55.75752344]}";
"1938";"«Гребной канал», Крылатская улица (1938)";"37.4327773321";"55.7544545677";"Крылатская улица";"Западный административный округ";"район Крылатское";"А829";"Гребной канал";"";"да";"ГУП «Мосгортранс»";"активна";"889086791";"{type=Point, coordinates=[37.4327773321, 55.7544545677]}";
"1939";"«Крылатский мост», Крылатская улица (1939)";"37.43140796";"55.75123625";"Крылатская улица";"Западный административный округ";"район Крылатское";"А829";"Крылатский мост";"";"да";"ГУП «Мосгортранс»";"активна";"889086792";"{type=Point, coordinates=[37.43140796, 55.75123625]}";
"1940";"«Крылатский мост», Крылатская улица (1940)";"37.43130892";"55.75035815";"Крылатская улица";"Западный административный округ";"район Крылатское";"А229";"Крылатский мост";"";"да";"ГУП «Мосгортранс»";"активна";"889086793";"{type=Point, coordinates=[37.43130892, 55.75035815]}";
"1941";"«Гребной канал», Крылатская улица (1941)";"37.4330452647";"55.7542796387";"Крылатская улица";"Западный административный округ";"район Крылатское";"А229";"Гребной канал";"";"да";"ГУП «Мосгортранс»";"активна";"889086796";"{type=Point, coordinates=[37.4330452647, 55.7542796387]}";
"1942";"«Стадион», Крылатская улица (1942)";"37.4326007865";"55.7575818141";"Крылатская улица";"Северный административный округ";"Дмитровский район";"А229";"Поликлиника";"";"да";"ГУП «Мосгортранс»";"активна";"889086797";"{type=Point, coordinates=[37.4326007865, 55.7575818141]}";
"1943";"«Велотрек», Крылатская улица (1943)";"37.4307993211";"55.7625026516";"Крылатская улица";"Западный административный округ";"район Крылатское";"А229";"Велотрек";"";"нет";"";"активна";"889086798";"{type=Point, coordinates=[37.4307993211, 55.7625026516]}";
"1944";"«Дворец ледового спорта», Крылатская улица (1944)";"37.4292286079";"55.7667872229";"Крылатская улица";"Западный административный округ";"район Крылатское";"А229";"Дворец ледового спорта";"";"да";"ГУП «Мосгортранс»";"активна";"889086799";"{type=Point, coordinates=[37.4292286079, 55.7667872229]}";
"1945";"«Стоматологическая п-ка № 5», Крылатская улица (1945)";"37.41822513";"55.77209443";"Крылатская улица";"Западный административный округ";"район Крылатское";"А229";"Стоматологическая п-ка № 5";"";"да";"ГУП «Мосгортранс»";"активна";"889086800";"{type=Point, coordinates=[37.41822513, 55.77209443]}";
"1946";"«Крылатская ул., 29», Крылатская улица (1946)";"37.4129522792";"55.7719108344";"Крылатская улица";"Западный административный округ";"район Крылатское";"А229; А850";"Крылатская ул., 29";"";"да";"ГУП «Мосгортранс»";"активна";"889086801";"{type=Point, coordinates=[37.4129522792, 55.7719108344]}";
"1947";"«Крылатский парк», Осенняя улица (1947)";"37.40506106";"55.76764655";"Осенняя улица";"Западный административный округ";"район Крылатское";"А129; А229; А251; А850";"Крылатский парк";"";"да";"ГУП «Мосгортранс»";"активна";"889086802";"{type=Point, coordinates=[37.40506106, 55.76764655]}";
"1948";"«Поликлиника», улица Крылатские Холмы (1948)";"37.42183855";"55.74993475";"улица Крылатские Холмы";"Северо-Восточный административный округ";"район Лианозово";"А229";"Псковская ул., 6";"";"да";"ГУП «Мосгортранс»";"активна";"889086803";"{type=Point, coordinates=[37.42183855, 55.74993475]}";
"1949";"«Метро Медведково», Широкая улица (1949)";"37.66313581";"55.88773895";"Широкая улица";"Северо-Восточный административный округ";"район Северное Медведково";"А174; А278; А31; А428; Тб80; АС15";"Метро Медведково";"";"да";"ГУП «Мосгортранс»";"активна";"889086804";"{type=Point, coordinates=[37.66313581, 55.88773895]}";
"1950";"«Широкая ул., 5», Широкая улица (1950)";"37.65399328";"55.88793714";"Широкая улица";"Северо-Восточный административный округ";"район Северное Медведково";"А174; А278; А31; А352; А353; А428; А601; А606; А618; А771; А774; Тб80";"Широкая ул., 5";"";"да";"ГУП «Мосгортранс»";"активна";"889086805";"{type=Point, coordinates=[37.65399328, 55.88793714]}";
"1951";"«Ул. Лескова», улица Лескова (1951)";"37.62079559";"55.89172366";"улица Лескова";"Северо-Восточный административный округ";"район Бибирево";"А259; А278; А31; А352; А353; А601; А774; Тб80; А909; А928";"Ул. Лескова";"";"да";"ГУП «Мосгортранс»";"активна";"889086806";"{type=Point, coordinates=[37.62079559, 55.89172366]}";
"1952";"«Ул. Лескова, 30», улица Лескова (1952)";"37.61574158";"55.89417367";"улица Лескова";"Северо-Восточный административный округ";"район Бибирево";"А259; А278; А31; А352; А353; А601; А774; Тб80; А92; А928";"Ул. Лескова, 30";"";"да";"ГУП «Мосгортранс»";"активна";"889086807";"{type=Point, coordinates=[37.61574158, 55.89417367]}";
"1953";"«Дом творчества», улица Лескова (1953)";"37.59435799";"55.89846221";"улица Лескова";"Северо-Восточный административный округ";"район Бибирево";"А259; А284; А352; А592; А601; А705; А774; Тб80; А815; А867; А92; А928";"Дом творчества";"";"да";"ГУП «Мосгортранс»";"активна";"889086808";"{type=Point, coordinates=[37.59435799, 55.89846221]}";
"1954";"«Дом творчества», улица Лескова (1954)";"37.5958622";"55.89790524";"улица Лескова";"Северо-Восточный административный округ";"район Бибирево";"А259; А284; А352; А592; А601; А705; А774; Тб80; А815; А867; А92; А928";"Дом творчества";"";"да";"ГУП «Мосгортранс»";"активна";"889086809";"{type=Point, coordinates=[37.5958622, 55.89790524]}";
"1955";"«Ул. Коненкова», улица Лескова (1955)";"37.61241027";"55.89504079";"улица Лескова";"Северо-Восточный административный округ";"район Бибирево";"А259; А278; А31; А352; А353; А601; А774; Тб80; А92; А928";"Ул. Коненкова";"";"да";"ГУП «Мосгортранс»";"активна";"889086810";"{type=Point, coordinates=[37.61241027, 55.89504079]}";
"1956";"«Ул. Лескова, 30», улица Лескова (1956)";"37.6157328";"55.89339912";"улица Лескова";"Северо-Восточный административный округ";"район Бибирево";"А259; А278; А31; А352; А353; А601; А774; Тб80; А928";"Ул. Лескова, 30";"";"да";"ГУП «Мосгортранс»";"активна";"889086811";"{type=Point, coordinates=[37.6157328, 55.89339912]}";
"1957";"«Широкая ул., 5», Широкая улица (1957)";"37.65613054";"55.88761243";"Широкая улица";"Западный административный округ";"Можайский район";"А174; А278; А31; А352; А353; А428; А601; А606; А618; А71; А735; А771; А774; Тб80; АН6; АС15";"Кунцевский рынок";"";"да";"ГУП «Мосгортранс»";"активна";"889086812";"{type=Point, coordinates=[37.65613054, 55.88761243]}";
"1958";"«Метро Медведково», Широкая улица (1958)";"37.6636561";"55.88745174";"Широкая улица";"Западный административный округ";"Можайский район";"А172; А606; А618; А735; А774";"Платф. Рабочий Поселок";"";"да";"ГУП «Мосгортранс»";"активна";"889086813";"{type=Point, coordinates=[37.6636561, 55.88745174]}";
"1960";"«Поликлиника», Ижорский проезд (1960)";"37.5195824496";"55.8890792987";"Ижорский проезд";"Северный административный округ";"Дмитровский район";"А149; А672";"Поликлиника";"";"да";"ГУП «Мосгортранс»";"активна";"889086814";"{type=Point, coordinates=[37.5195824496, 55.8890792987]}";
"1961";"«Отделение связи № 224», Широкая улица (1961)";"37.66706226";"55.88766677";"Широкая улица";"Западный административный округ";"Можайский район";"А172; А174; А278; А31; А428; А50; А601; А606; А618; А735; А771; А774; Тб80; АН6; АС15";"Гвардейская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889086815";"{type=Point, coordinates=[37.66706226, 55.88766677]}";
"1962";"«Осташковская ул.», Широкая улица (1962)";"37.67188355";"55.88758011";"Широкая улица";"Северо-Восточный административный округ";"район Северное Медведково";"А172; А174; А278; А31; А428; А50; А601; А606; А618; А735; А771; А774; Тб80; А909; АН6";"Осташковская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889086816";"{type=Point, coordinates=[37.67188355, 55.88758011]}";
"1963";"«Отделение связи № 224», Широкая улица (1963)";"37.66990247";"55.88724584";"Широкая улица";"Северо-Восточный административный округ";"район Северное Медведково";"А172; А174; А278; А31; А428; А601; А606; А618; А735; А771; А774; Тб80; АН6; АС15";"Отделение связи № 224";"";"да";"ГУП «Мосгортранс»";"активна";"889086817";"{type=Point, coordinates=[37.66990247, 55.88724584]}";
"1964";"«Осташковская ул.», Осташковская улица (1964)";"37.67266314";"55.88564706";"Осташковская улица";"Северо-Восточный административный округ";"район Северное Медведково";"А174; А278; А31; А349; А393; А606; А618; А71; Тб80; А909; АН6";"Осташковская ул.";"";"нет";"";"активна";"889086818";"{type=Point, coordinates=[37.67266314, 55.88564706]}";
"1965";"«Псковская ул.», Псковская улица (1965)";"37.55435868";"55.9003887";"Псковская улица";"Северо-Восточный административный округ";"район Лианозово";"А592; А815; А815К";"Псковская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889086819";"{type=Point, coordinates=[37.55435868, 55.9003887]}";
"1966";"«Псковская ул., 6», Псковская улица (1966)";"37.55014579";"55.90266694";"Псковская улица";"Северо-Восточный административный округ";"район Лианозово";"А592; А815; А815К";"Псковская ул., 6";"";"да";"ГУП «Мосгортранс»";"активна";"889086820";"{type=Point, coordinates=[37.55014579, 55.90266694]}";
"1967";"«Псковская ул., 12», Псковская улица (1967)";"37.55332467";"55.90584746";"Псковская улица";"Западный административный округ";"район Фили-Давыдково";"А592; А815; А815К";"Метро Кунцевская";"";"да";"ГУП «Мосгортранс»";"активна";"889086821";"{type=Point, coordinates=[37.55332467, 55.90584746]}";
"1968";"«Пос. Севводстрой», Зональная улица (1968)";"37.55657082";"55.90229719";"Зональная улица";"Северо-Восточный административный округ";"район Лианозово";"А592; А815; А815К";"Пос. Севводстрой";"";"да";"ГУП «Мосгортранс»";"активна";"889086822";"{type=Point, coordinates=[37.55657082, 55.90229719]}";
"1969";"«Псковская ул., 2», Зональная улица (1969)";"37.55499842";"55.90045157";"Зональная улица";"Северо-Восточный административный округ";"район Лианозово";"А592; А815; А815К";"Псковская ул., 2";"";"да";"ГУП «Мосгортранс»";"активна";"889086823";"{type=Point, coordinates=[37.55499842, 55.90045157]}";
"1970";"«66-й кв. Кунцева», Барвихинская улица (1970)";"37.38656454";"55.71909769";"Барвихинская улица";"Западный административный округ";"район Фили-Давыдково";"А16; А178; А180; А198; А45; А840";"Пинский пр.";"";"да";"ГУП «Мосгортранс»";"активна";"889086824";"{type=Point, coordinates=[37.38656454, 55.71909769]}";
"1971";"«Барвихинская ул.», Барвихинская улица (1971)";"37.38960544";"55.72051338";"Барвихинская улица";"Западный административный округ";"Можайский район";"А178; А198; А45";"Барвихинская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889086826";"{type=Point, coordinates=[37.38960544, 55.72051338]}";
"1972";"«Ул. Говорова», Барвихинская улица (1972)";"37.39305644";"55.72177017";"Барвихинская улица";"Западный административный округ";"Можайский район";"А16; А178; А180; А198; А45; А840";"Ул. Говорова";"";"да";"ГУП «Мосгортранс»";"активна";"889086827";"{type=Point, coordinates=[37.39305644, 55.72177017]}";
"1973";"«Платф. Сетунь», Барвихинская улица (1973)";"37.39723772";"55.72326052";"Барвихинская улица";"Западный административный округ";"район Филёвский Парк";"А16; А178; А180; А198; А45; А840";"Ул. Барклая";"";"да";"ГУП «Мосгортранс»";"активна";"889086828";"{type=Point, coordinates=[37.39723772, 55.72326052]}";
"1974";"«Запорожская ул.», Запорожская улица (1974)";"37.40403349";"55.72294619";"Запорожская улица";"Западный административный округ";"Можайский район";"А16; А178; А554; А732";"Запорожская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889086829";"{type=Point, coordinates=[37.40403349, 55.72294619]}";
"1975";"«Кунцевский рынок», улица Маршала Неделина (1975)";"37.40983294";"55.72559781";"улица Маршала Неделина";"Западный административный округ";"Можайский район";"А104; А16; А178; А609; А779";"Кунцевский рынок";"";"да";"ГУП «Мосгортранс»";"активна";"889086830";"{type=Point, coordinates=[37.40983294, 55.72559781]}";
"1976";"«Платф. Рабочий Поселок», улица Маршала Неделина (1976)";"37.41891654";"55.72610948";"улица Маршала Неделина";"Западный административный округ";"Можайский район";"А104; А16; А178; А609; А779";"Платф. Рабочий Поселок";"";"да";"ГУП «Мосгортранс»";"активна";"889086831";"{type=Point, coordinates=[37.41891654, 55.72610948]}";
"1977";"«МФЦ района Можайский», улица Маршала Неделина (1977)";"37.42157157";"55.72618477";"улица Маршала Неделина";"Западный административный округ";"Можайский район";"А104; А16; А178; А609; А779";"МФЦ района Можайский";"";"да";"ГУП «Мосгортранс»";"активна";"889086832";"{type=Point, coordinates=[37.42157157, 55.72618477]}";
"1978";"«Гвардейская ул.», улица Красных Зорь (1978)";"37.42482058";"55.72625844";"улица Красных Зорь";"Западный административный округ";"Можайский район";"А16; А178; А575; А609";"Гвардейская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889086833";"{type=Point, coordinates=[37.42482058, 55.72625844]}";
"1979";"«Ул. Красных Зорь», улица Красных Зорь (1979)";"37.42979326";"55.72621586";"улица Красных Зорь";"Западный административный округ";"Можайский район";"А16; А178; А575; А609";"Ул. Красных Зорь";"";"да";"ГУП «Мосгортранс»";"активна";"889086834";"{type=Point, coordinates=[37.42979326, 55.72621586]}";
"1980";"«Ул. Багрицкого», улица Красных Зорь (1980)";"37.43571349";"55.72617983";"улица Красных Зорь";"Западный административный округ";"Можайский район";"А16; А178; А575; А609";"Ул. Багрицкого";"";"да";"ГУП «Мосгортранс»";"активна";"889086835";"{type=Point, coordinates=[37.43571349, 55.72617983]}";
"1981";"«Ул. Ращупкина», улица Красных Зорь (1981)";"37.44057412";"55.72614543";"улица Красных Зорь";"Западный административный округ";"Можайский район";"А16; А178; А575; А609";"Ул. Ращупкина";"";"да";"ГУП «Мосгортранс»";"активна";"889086836";"{type=Point, coordinates=[37.44057412, 55.72614543]}";
"1982";"«Ст. Кунцево», улица Красных Зорь (1982)";"37.4466401";"55.7260987";"улица Красных Зорь";"Западный административный округ";"Можайский район";"А16; А178; А575; А609";"Ст. Кунцево";"";"да";"ГУП «Мосгортранс»";"активна";"889086837";"{type=Point, coordinates=[37.4466401, 55.7260987]}";
"1983";"«Ст. Кунцево», Аминьевское шоссе (1983)";"37.44838713";"55.72576109";"Аминьевское шоссе";"Западный административный округ";"район Фили-Давыдково";"А11; А135; А16; А178; А190; А236; А45; А459; А464; А58; А610; А612; А688; А688к; А733";"Ст. Кунцево";"";"да";"ГУП «Мосгортранс»";"активна";"889086838";"{type=Point, coordinates=[37.44838713, 55.72576109]}";
"1984";"«Метро Кунцевская», Рублёвское шоссе (1984)";"37.44689187";"55.73199387";"Рублёвское шоссе";"Западный административный округ";"район Фили-Давыдково";"А178; А688; А733";"Метро Кунцевская";"";"да";"ООО «ТВ-Сити»";"активна";"889086839";"{type=Point, coordinates=[37.44689187, 55.73199387]}";
"1985";"«М. Филевская ул.», Малая Филёвская улица (1985)";"37.45659117";"55.73389906";"Малая Филёвская улица";"Западный административный округ";"район Фили-Давыдково";"А178";"М. Филевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889086840";"{type=Point, coordinates=[37.45659117, 55.73389906]}";
"1986";"«Ул. Полосухина», Малая Филёвская улица (1986)";"37.46239132";"55.73528974";"Малая Филёвская улица";"Западный административный округ";"район Фили-Давыдково";"А109; А178";"Ул. Полосухина";"";"да";"ГУП «Мосгортранс»";"активна";"889086841";"{type=Point, coordinates=[37.46239132, 55.73528974]}";
"1987";"«Пинский пр.», Пинский проезд (1987)";"37.47116395";"55.73898534";"Пинский проезд";"Западный административный округ";"район Фили-Давыдково";"А109; А178";"Пинский пр.";"";"да";"ГУП «Мосгортранс»";"активна";"889086842";"{type=Point, coordinates=[37.47116395, 55.73898534]}";
"1988";"«Б. Филевская ул., 30», Большая Филёвская улица (1988)";"37.47228882";"55.74068959";"Большая Филёвская улица";"Западный административный округ";"район Фили-Давыдково";"А109; А178";"Б. Филевская ул., 30";"";"да";"ГУП «Мосгортранс»";"активна";"889086843";"{type=Point, coordinates=[37.47228882, 55.74068959]}";
"1989";"«Б. Филевская ул., 41», Большая Филёвская улица (1989)";"37.47573759";"55.74163856";"Большая Филёвская улица";"Западный административный округ";"район Фили-Давыдково";"А109; А178";"Б. Филевская ул., 41";"";"нет";"";"активна";"889086844";"{type=Point, coordinates=[37.47573759, 55.74163856]}";
"1990";"«Ул. Барклая», улица Барклая (1990)";"37.49537437";"55.74639369";"улица Барклая";"Западный административный округ";"район Филёвский Парк";"А869; АМ2; АТ39";"Ул. Барклая";"";"да";"ГУП «Мосгортранс»";"активна";"889086845";"{type=Point, coordinates=[37.49537437, 55.74639369]}";
"1991";"«Фили», улица Барклая (1991)";"37.49267812";"55.7508265";"улица Барклая";"Западный административный округ";"район Филёвский Парк";"А130; А178; А869; АМ2; АТ39";"Фили";"";"нет";"";"активна";"889086846";"{type=Point, coordinates=[37.49267812, 55.7508265]}";
"1992";"«Фили», улица Барклая (1992)";"37.49289068";"55.75138776";"улица Барклая";"Западный административный округ";"район Филёвский Парк";"А130; АМ2; АТ39";"Фили";"";"нет";"";"активна";"889086848";"{type=Point, coordinates=[37.49289068, 55.75138776]}";
"1994";"«Б. Филевская ул., 30», Большая Филёвская улица (1994)";"37.47272745";"55.74104896";"Большая Филёвская улица";"Западный административный округ";"район Филёвский Парк";"А109; А178";"Б. Филевская ул., 30";"";"да";"ГУП «Мосгортранс»";"активна";"889086850";"{type=Point, coordinates=[37.47272745, 55.74104896]}";
"1995";"«Метро Пионерская», Малая Филёвская улица (1995)";"37.46625739";"55.7364389";"Малая Филёвская улица";"Западный административный округ";"район Фили-Давыдково";"А135; А178";"Метро Пионерская";"";"да";"ГУП «Мосгортранс»";"активна";"889086851";"{type=Point, coordinates=[37.46625739, 55.7364389]}";
"1996";"«Ул. Полосухина», Малая Филёвская улица (1996)";"37.46144627";"55.7352019";"Малая Филёвская улица";"Западный административный округ";"Можайский район";"А135; А178";"Ул. Петра Алексеева";"";"да";"ГУП «Мосгортранс»";"активна";"889086852";"{type=Point, coordinates=[37.46144627, 55.7352019]}";
"1997";"«М. Филевская ул.», Малая Филёвская улица (1997)";"37.45560656";"55.733848";"Малая Филёвская улица";"Западный административный округ";"район Фили-Давыдково";"А135; А178";"М. Филевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889086853";"{type=Point, coordinates=[37.45560656, 55.733848]}";
"1998";"«Метро Кунцевская», Малая Филёвская улица (1998)";"37.44799189";"55.73134864";"Малая Филёвская улица";"Западный административный округ";"район Фили-Давыдково";"А135; А190; А236; А464; А58";"Метро Кунцевская";"";"да";"ГУП «Мосгортранс»";"активна";"889086854";"{type=Point, coordinates=[37.44799189, 55.73134864]}";
"2000";"«Ст. Кунцево», улица Красных Зорь (2000)";"37.44627301";"55.72630461";"улица Красных Зорь";"Западный административный округ";"Можайский район";"А16; А178; А575";"Ст. Кунцево";"";"да";"ГУП «Мосгортранс»";"активна";"889086855";"{type=Point, coordinates=[37.44627301, 55.72630461]}";
"2001";"«Ул. Ращупкина», улица Красных Зорь (2001)";"37.43995797";"55.72636625";"улица Красных Зорь";"Западный административный округ";"Можайский район";"А16; А178; А575";"Ул. Ращупкина";"";"да";"ГУП «Мосгортранс»";"активна";"889086856";"{type=Point, coordinates=[37.43995797, 55.72636625]}";
"2002";"«Ул. Багрицкого», улица Красных Зорь (2002)";"37.43583629";"55.72637625";"улица Красных Зорь";"Западный административный округ";"Можайский район";"А16; А178; А575";"Ул. Гришина";"";"да";"ГУП «Мосгортранс»";"активна";"889086858";"{type=Point, coordinates=[37.43583629, 55.72637625]}";
"2003";"«Ул. Красных Зорь», улица Красных Зорь (2003)";"37.42912377";"55.72642996";"улица Красных Зорь";"Западный административный округ";"Можайский район";"А16; А178; А575";"Ул. Красных Зорь";"";"да";"ГУП «Мосгортранс»";"активна";"889086859";"{type=Point, coordinates=[37.42912377, 55.72642996]}";
"2004";"«МФЦ района Можайский», улица Маршала Неделина (2004)";"37.42205517";"55.72633316";"улица Маршала Неделина";"Западный административный округ";"Можайский район";"А16; А178";"МФЦ района Можайский";"";"да";"ГУП «Мосгортранс»";"активна";"889086860";"{type=Point, coordinates=[37.42205517, 55.72633316]}";
"2005";"«Платф. Рабочий Поселок», улица Маршала Неделина (2005)";"37.41640057";"55.72618633";"улица Маршала Неделина";"Западный административный округ";"Можайский район";"А16; А178";"Д/к Сетунь";"";"да";"ГУП «Мосгортранс»";"активна";"889086861";"{type=Point, coordinates=[37.41640057, 55.72618633]}";
"2006";"«Кунцевский рынок», улица Маршала Неделина (2006)";"37.409126";"55.7257369";"улица Маршала Неделина";"Западный административный округ";"Можайский район";"А16; А178";"Кунцевский рынок";"";"да";"ГУП «Мосгортранс»";"активна";"889086862";"{type=Point, coordinates=[37.409126, 55.7257369]}";
"2008";"«Платф. Сетунь», Барвихинская улица (2008)";"37.39859883";"55.72393336";"Барвихинская улица";"Западный административный округ";"Можайский район";"А16; А178; А180; А198; А45; А840";"Платф. Сетунь";"";"да";"ГУП «Мосгортранс»";"активна";"889086864";"{type=Point, coordinates=[37.39859883, 55.72393336]}";
"2009";"«Ул. Говорова», Барвихинская улица (2009)";"37.39324168";"55.72202234";"Барвихинская улица";"Западный административный округ";"Можайский район";"А178; А198; А45";"Ул. Говорова";"";"да";"ГУП «Мосгортранс»";"активна";"889086865";"{type=Point, coordinates=[37.39324168, 55.72202234]}";
"2010";"«Барвихинская ул.», Барвихинская улица (2010)";"37.38820386";"55.72023326";"Барвихинская улица";"Западный административный округ";"Можайский район";"А178; А198; А45";"Барвихинская ул.";"";"нет";"";"активна";"889086866";"{type=Point, coordinates=[37.38820386, 55.72023326]}";
"2011";"«66-й кв. Кунцева», Барвихинская улица (2011)";"37.3860843";"55.71919136";"Барвихинская улица";"Западный административный округ";"Можайский район";"А16; А178; А180; А198; А45; А840";"66-й кв. Кунцева";"";"нет";"";"активна";"889086867";"{type=Point, coordinates=[37.3860843, 55.71919136]}";
"2012";"«Д/к Сетунь», улица Толбухина (2012)";"37.4008586822935";"55.7217265251009";"улица Толбухина";"Западный административный округ";"Можайский район";"А180; А198; А300; А45; А825; А840";"Д/к Сетунь";"";"да";"ГУП «Мосгортранс»";"активна";"889086868";"{type=Point, coordinates=[37.4008586822935, 55.7217265251009]}";
"2013";"«Ул. Толбухина», улица Толбухина (2013)";"37.40141312";"55.71833514";"улица Толбухина";"Западный административный округ";"Можайский район";"А180; А198; А300; А45; А825; А840";"Ул. Толбухина";"";"да";"ГУП «Мосгортранс»";"активна";"889086870";"{type=Point, coordinates=[37.40141312, 55.71833514]}";
"2014";"«Дворец спорта Крылья Советов», Можайское шоссе (2014)";"37.40729461";"55.7165678";"Можайское шоссе";"Западный административный округ";"Можайский район";"А157; А157К; А190; А198; А205; А231; А45; А840; АН2";"Дворец спорта Крылья Советов";"";"да";"ГУП «Мосгортранс»";"активна";"889086871";"{type=Point, coordinates=[37.40729461, 55.7165678]}";
"2015";"«Дорогобужская ул.», Можайское шоссе (2015)";"37.41328378";"55.71765921";"Можайское шоссе";"Западный административный округ";"Можайский район";"А157; А157К; А190; А198; А205; А231; А45; А554; А612; А732; А840; АН2";"Дорогобужская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889086872";"{type=Point, coordinates=[37.41328378, 55.71765921]}";
"2016";"«Ул. Петра Алексеева», Можайское шоссе (2016)";"37.42827191";"55.7201546";"Можайское шоссе";"Западный административный округ";"Можайский район";"А103; А157; А157К; А190; А205; А231; А45; А610; А612; А733; А840; АН2";"Ул. Петра Алексеева";"";"да";"ГУП «Мосгортранс»";"активна";"889086873";"{type=Point, coordinates=[37.42827191, 55.7201546]}";
"2018";"«Ул. Вересаева», Можайское шоссе (2018)";"37.44496319";"55.72220134";"Можайское шоссе";"Западный административный округ";"Можайский район";"А103; А157; А157К; А190; А205; А231; А45; А610; А612; А733; А840; АН2";"Ул. Вересаева";"";"да";"ГУП «Мосгортранс»";"активна";"889086874";"{type=Point, coordinates=[37.44496319, 55.72220134]}";
"2019";"«Метро Кунцевская», Рублёвское шоссе (2019)";"37.44664043";"55.73182384";"Рублёвское шоссе";"Западный административный округ";"район Фили-Давыдково";"А16; А45; А459; А575; А58; А610; А612; А688к";"Метро Кунцевская";"";"нет";"";"активна";"889086875";"{type=Point, coordinates=[37.44664043, 55.73182384]}";
"2020";"«Ст. Кунцево», Аминьевское шоссе (2020)";"37.44795237";"55.72550941";"Аминьевское шоссе";"Западный административный округ";"Можайский район";"А11; А16; А178; А190; А236; А45; А459; А464; А58; А610; А612; А688; А688к; А733";"Ст. Кунцево";"";"да";"ООО «ТВ-Сити»";"активна";"889086876";"{type=Point, coordinates=[37.44795237, 55.72550941]}";
"2021";"«Ул. Вересаева», Можайское шоссе (2021)";"37.44447054";"55.72246116";"Можайское шоссе";"Западный административный округ";"Можайский район";"А103; А157; А157К; А190; А205; А231; А45; А609; А610; А612; А840; АН2";"Ул. Вересаева";"";"да";"ГУП «Мосгортранс»";"активна";"889086877";"{type=Point, coordinates=[37.44447054, 55.72246116]}";
"2024";"«Ул. Гришина», Можайское шоссе (2024)";"37.42275044";"55.72014075";"Можайское шоссе";"Западный административный округ";"Можайский район";"А104; А157; А157К; А190; А198; А205; А231; А45; А554; А609; А732; А779; А840; АН2";"Ул. Гришина";"";"да";"ГУП «Мосгортранс»";"активна";"889086878";"{type=Point, coordinates=[37.42275044, 55.72014075]}";
"2025";"«Дорогобужская ул.», Можайское шоссе (2025)";"37.41394452";"55.71856171";"Можайское шоссе";"Западный административный округ";"Можайский район";"А104; А157; А157К; А190; А198; А205; А231; А45; А554; А609; А732; А779; А840; АН2";"Дорогобужская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889086879";"{type=Point, coordinates=[37.41394452, 55.71856171]}";
"2028";"«Рублевское ш., 24», Рублёвское шоссе (2028)";"37.42776278";"55.74262284";"Рублёвское шоссе";"Западный административный округ";"район Кунцево";"А688; А733";"Рублевское ш., 24";"";"да";"ООО «ТВ-Сити»";"активна";"889086882";"{type=Point, coordinates=[37.42776278, 55.74262284]}";
"2029";"«Центр лечения слуха», Рублёвское шоссе (2029)";"37.4343367";"55.7393639";"Рублёвское шоссе";"Западный административный округ";"район Кунцево";"А688; А733";"Центр лечения слуха";"";"да";"ООО «ТВ-Сити»";"активна";"889086883";"{type=Point, coordinates=[37.4343367, 55.7393639]}";
"2030";"«Суворовский парк», Рублёвское шоссе (2030)";"37.44023792";"55.73632694";"Рублёвское шоссе";"Западный административный округ";"район Фили-Давыдково";"А688; А733";"Суворовский парк";"";"да";"ГУП «Мосгортранс»";"активна";"889086884";"{type=Point, coordinates=[37.44023792, 55.73632694]}";
"2032";"«Ул. Артамонова - Муз. школа», Аминьевское шоссе (2032)";"37.45079895";"55.71868997";"Аминьевское шоссе";"Северо-Восточный административный округ";"район Бибирево";"А11; А236; А459; А622; А688; А688к; А733; А91";"Ул. Плещеева, 20";"";"да";"ГУП «Мосгортранс»";"активна";"889086885";"{type=Point, coordinates=[37.45079895, 55.71868997]}";
"2033";"«Инициативная ул. - Ломоносовская школа», Аминьевское шоссе (2033)";"37.45242225";"55.71530552";"Аминьевское шоссе";"Западный административный округ";"Можайский район";"А104; А11; А236; А459; А622; А688; А688к; А732; А733; А77; А91";"Инициативная ул. - Ломоносовская школа";"";"да";"ГУП «Мосгортранс»";"активна";"889086886";"{type=Point, coordinates=[37.45242225, 55.71530552]}";
